Method,Iteration,ATTR,AREA,state,FU,REG,MUX,DEC,pin_pair,net,max,min,ave,MISC,MEM,CP_delay,sim,Pmax,Pmin,Pave,Latency,BlockMemoryBit,DSP
Exhaustive Search,1,3-3-5-1-4-5-3-2-3-1-,110,2,4,66,21,10,198,91,2,2,2.00,9,0,0.34ns,-,-,-,-,4,-,-
Exhaustive Search,1,3-3-3-0-3-4-4-2-2-1-,765,3,124,438,98,51,1158,538,3,3,3.00,54,0,0.69ns,-,-,-,-,29,-,-
Exhaustive Search,1,3-3-4-3-5-4-3-0-3-1-,110,2,4,66,21,10,198,91,2,2,2.00,9,0,0.34ns,-,-,-,-,4,-,-
Exhaustive Search,1,3-3-4-1-3-4-3-2-3-4-,110,2,4,66,21,10,198,91,2,2,2.00,9,0,0.34ns,-,-,-,-,4,-,-
Exhaustive Search,1,3-3-4-3-5-2-3-2-0-1-,434,3,28,234,88,43,770,349,3,3,3.00,41,0,0.6225ns,-,-,-,-,27,-,-
Exhaustive Search,1,3-3-4-5-3-4-0-3-3-1-,283,3,22,150,55,28,509,235,3,3,3.00,28,0,0.53ns,-,-,-,-,14,-,-
Exhaustive Search,1,3-3-4-1-3-4-0-2-3-1-,283,3,22,150,55,28,509,235,3,3,3.00,28,0,0.53ns,-,-,-,-,14,-,-
Exhaustive Search,1,3-2-5-1-3-5-3-2-3-1-,22,2,3,18,1,0,41,16,2,2,2.00,0,0,0.14ns,-,-,-,-,5,-,-
Exhaustive Search,1,3-2-5-1-2-5-4-2-3-1-,275,4,15,144,58,29,498,221,4,4,4.00,29,0,0.47ns,-,-,-,-,16,-,-
Exhaustive Search,1,3-2-5-1-3-4-3-2-2-5-,617,3,115,360,68,33,904,425,3,3,3.00,41,0,0.69ns,-,-,-,-,28,-,-
Exhaustive Search,1,4-2-5-1-2-5-3-2-3-1-,253,5,19,132,56,21,487,248,5,4,4.50,25,0,0.47ns,-,-,-,-,15,-,-
Exhaustive Search,1,3-3-5-1-0-5-3-2-3-1-,117,2,12,66,19,11,207,91,2,2,2.00,9,0,0.47ns,-,-,-,-,7,-,-
Exhaustive Search,1,3-4-5-1-4-5-3-2-3-4-,130,3,5,78,25,10,233,111,3,3,3.00,12,0,0.34ns,-,-,-,-,6,-,-
Exhaustive Search,1,5-2-0-0-3-5-5-2-0-0-,550,6,43,282,113,56,1009,459,6,6,6.00,56,0,0.6225ns,-,-,-,-,37,-,-
Exhaustive Search,1,3-0-5-1-3-1-3-2-3-1-,28,2,3,24,1,0,45,18,2,2,2.00,0,0,0.1ns,-,-,-,-,5,-,-
Exhaustive Search,1,0-2-4-0-0-5-3-2-3-1-,331,5,19,174,72,32,620,306,5,5,5.00,34,0,0.47ns,-,-,-,-,15,-,-
Exhaustive Search,1,5-2-3-1-3-5-3-2-3-1-,22,2,3,18,1,0,41,16,2,2,2.00,0,0,0.14ns,-,-,-,-,5,-,-
Exhaustive Search,1,3-3-3-4-0-5-3-2-2-1-,715,4,124,408,88,44,1080,507,4,4,4.00,51,0,0.78ns,-,-,-,-,31,-,-
Exhaustive Search,1,3-3-4-1-3-0-3-2-3-3-,110,2,4,66,21,10,198,91,2,2,2.00,9,0,0.34ns,-,-,-,-,4,-,-
Exhaustive Search,1,4-2-5-1-3-4-5-2-4-1-,526,6,19,282,112,58,960,458,6,5,5.50,55,0,0.47ns,-,-,-,-,16,-,-
Exhaustive Search,1,3-2-5-1-3-1-3-2-5-1-,204,3,7,120,31,24,352,166,3,3,3.00,22,0,0.31ns,-,-,-,-,7,-,-
Exhaustive Search,1,3-0-4-1-3-5-0-2-3-2-,305,5,25,156,65,28,578,270,5,5,5.00,31,0,0.53ns,-,-,-,-,19,-,-
Exhaustive Search,1,5-4-2-2-3-0-2-6-2-4-,889,5,147,486,125,62,1420,657,5,5,5.00,69,0,0.74ns,-,-,-,-,42,-,-
Exhaustive Search,1,0-2-2-0-2-1-2-6-2-1-,1057,7,145,576,165,84,1729,818,7,7,7.00,87,0,0.78ns,-,-,-,-,51,-,-
Exhaustive Search,1,0-4-2-2-3-0-5-0-2-4-,921,7,129,516,134,66,1475,713,7,7,7.00,76,0,0.78ns,-,-,-,-,41,-,-
Exhaustive Search,1,0-0-0-2-0-0-2-6-2-4-,1051,7,145,576,164,84,1713,812,7,7,7.00,82,0,0.82ns,-,-,-,-,46,-,-
Exhaustive Search,1,0-2-2-2-0-0-5-0-2-4-,992,7,131,552,148,78,1603,764,7,7,7.00,83,0,0.78ns,-,-,-,-,43,-,-
