Method,Iteration,ATTR,AREA,state,FU,REG,MUX,DEC,pin_pair,net,max,min,ave,MISC,MEM,CP_delay,sim,Pmax,Pmin,Pave,Latency,BlockMemoryBit,DSP
ave_meta_50,1,1-5-3-,100,2,68,30,2,0,198,97,3,3,3.00,0,0,0.496ns,-,-,-,-,4,-,-
ave_meta_50,1,0-5-3-,3086,10,741,720,1526,0,7717,3085,10,10,10.00,99,-,3.1401ns,-,-,-,-,20,-,-
ave_meta_50,1,1-4-3-,220,3,10,120,48,20,394,189,4,4,4.00,22,0,0.33ns,-,-,-,-,7,-,-
ave_meta_50,1,0-2-0-,704,18,267,252,131,0,1618,775,18,18,18.00,54,-,1.4801ns,-,-,-,-,46,-,-
ave_meta_50,1,1-0-2-,31,2,5,24,2,0,41,22,3,3,3.00,0,0,0.17ns,-,-,-,-,8,-,-
ave_meta_50,1,1-1-1-,230,2,18,126,44,25,385,181,3,3,3.00,17,0,0.52ns,-,-,-,-,16,-,-
ave_meta_50,1,0-4-0-,812,8,274,264,243,0,1790,859,8,8,8.00,31,-,1.7301ns,-,-,-,-,40,-,-
ave_meta_50,1,0-5-1-,3401,4,2129,972,290,0,6824,3426,4,4,4.00,10,-,3.46ns,-,-,-,-,4,-,-
ave_meta_50,1,0-5-4-,3401,4,2129,972,290,0,6824,3426,4,4,4.00,10,-,3.46ns,-,-,-,-,4,-,-
ave_meta_50,1,0-4-2-,930,10,291,282,314,0,2164,995,10,10,10.00,43,-,1.8051ns,-,-,-,-,32,-,-
